Comment;Sentiment
To all CONSUMERS Stc pay making hidden costs fee and detect money from account. Few of my friends tell me about that but I don't believe on them. After I make transfer 2317sr and I use only 2300 send to international transfer with including fee charges remaining amount is 17 but suddenly its come error and transferring failed on date 1/12/2022 23:20 . At morning I try again to resend amount but there is only 2312sr 5 sr is gone with out any reason. They are cheating with customers.;Negative
Big help.. very useful.;Neutral
Fantastic;Positive
Very unstable app on Android;Negative
hello developers i think you having a problem with your aplication bugs always pop up like this- java.lang.illegal.estateexception: thousand of filipino ofw here in saudi arabia using this app to send money to our family i hope you can fix it as soon as posible.;Positive
H Ok;Positive
Wonder full app. I like it. Very useful app......;Positive
If I remember correctly I have balance on my wallet but now it's gone and it keep saying java so deleted it;Neutral
Good app;Positive
Why is it very late to receive the passcode? Passcode come when I close my apps? 🙄;Neutral
Very easy to send money..... very good.;Positive
How to reset if I forgot card password;Neutral
Good seens pandrmic I'm using stcpay very satisfied user;Positive
Why i can not open an account?;Neutral
أصبح تطبيقكم معفن بعدما كان محترم;Neutral
Good real time help you need;Positive
Dear STC Team Management Before I love this apps services because its easy to used accessible and it has fast transaction when you sending money. Specially when there's Emergency. Now after updating this application! You have the worst application services. Now I can't update and the service apps was not available in my phone location? How come? This app is crazy? Monthly credit limit exceeded? Are you serious? 🤣 my spending was very less. I dont know what is your reason! Thanks;Positive
Great app;Positive
Not sure why can't use it every time I use the otp code they send the app blocks me!!! And the otp it takes long time to get!;Negative
The worst app ever made in the world 😡😡😡 I forget my wallet in home i have money in my card i want to add money through my card 2 stc pay always failed transaction it make me Very mad after that i log out then i but my account in my new phone they send message 😡😡😡😡😡😡 (We've noticed a suspicious behavior on your wallet. Please login to stc pay now to verify your identity. stc pay staff will never call to ask for your password ) last time I'm gonna use this idiot app 😡😡😡;Negative
Good;Positive
having very bad experience with this app unable to do transaction. Contacted to customer care many times they just say will solve your issues but nothing change;Neutral
Its good .verry fast to transfer.;Positive
nice;Positive
Ok;Positive
STC is very useless application their system is always broken id doesn't verify I have talked to customer service to no avail while all other applications work perfectly;Negative
Why pending my money;Neutral
Stc pay now not good bad exchange rate and transfer fees also very high;Neutral
زي الزفت;Neutral
Nice 🙂;Positive
Eeee dd e eeed c deeeec you ee eedd deedece e eed ee see see eeed to sell e EE by EEee EEeeee you;Neutral
Very powerful;Positive
Verification successful still account status is not valid for the transaction..... 20 days and many more to go...... my pending case..... Urpay or any other app is 100 times better than STC.;Positive
Excellent;Positive
Good;Positive
This app nead a good developer worst app i have ever seen ( everytime i give this app passcode and app say is not correct and just 10 sec before i give passcode pls make it easy to use;Positive
each day it is getting worse. be careful you have many competitors. 4 otps for single transaction 1 for login 1 before recharge and one after recharge!!!! then one fornthe transfer itself. oh god help me. uninstall forever.;Positive
How can i get Riyad bank as a partner i have only al i Enma bank ...can you help me;Positive
Excellent;Positive
Very poor and almost unusable on android. Too many bugs hangs and times out logs out as soon as I try to copy info from another app and need to loging again. When I got a new phone I uad to wait 24 hours to authorize the new device. The hide transaction feature for old transactions i dont need does not work. Buggy as heck doesn't work in Neighboring countries that have STC pay like Bahrain. Was stuck at a starbucks unable to process payment. It has great potential just needs to fix the bugs.;Neutral
"Good app ☺️";Positive
Exchange rates are too low price;Negative
Excellent but the new update that rejects top up from your apple pay is very disappointing.;Negative
Mam can i change my number i write the wrong one;Negative
Veronicah wanjiku;Neutral
Go;Neutral
It is 03 days and still i didnot get my money  slowest app ever for money transfer;Neutral
عندي مشكله بالتطبيق من اسبوعين، ما يفتح، وكلمت خدمة العملاء ولا استفدت، المشكله انه في رصيد بالمحفظه وبحاجته، بقول يا ريتني ما فتحتها معاهم، صراحة تجربة سيئه وخدمه سيئه.;Neutral
I was trying to open this app but it keep saying my id is not under this number.why they say so😐;Neutral
I don't know what happen my stcpay.. we every month always have pending balance.. please give me advice;Positive
So annoying... Even from the first time download until now it's 1 weeks+ cannot do Transfers!!!! What actually this Apps problem????? I even cannot used my money there because alwayss git trouble when transfering proccess 🤯🤯🤯🤯🤯🤯 If soon this apps i can used with well may i will changed my rate 🥴 so far.. It's annoying;Negative
"دائم تحرجني و ويظهر لي إشعار العملية مرفوضة بسبب تجاوز الحد اليومي!! وانا ما استخدمتها طول اليوم ...وغير مرات احاول اغذي المحفظة يرفض بعض الاحيان .. تجربة سيئة ماراح اكررها معهم.";Neutral
Its good but I need change my STC pay account mobile no then he told invalid mobile no formet iam so many times called customer care sport he can't give me any solution;Positive
Good . But some time 😜😜😜;Positive
Full big expire tomorrow;Neutral
Very good and wishes to reconnect to dtc pay sgsin. But I can not connect stc pay please help me. Thank you 1;Positive
Gd;Neutral
"سيء للغاية وغير راضي عن البرنامج تماما، كيف ارسل حوالة دولية ومتوصلش حتي الان اكثر من ٢١ يوم واعمل شكوي ويتكتب تم حل الشكوي وسيصل المبلغ اليوم ولم يصل حتي بعد عمل الشكوي والرد عنل شكوي أخرى";Neutral
